Crop_Type,Rainfall_mm,Temperature_C,Humidity_pct,Nitrogen,Phosphorus,Potassium,pH,Area_ha,Season,Irrigation_Type,Yield_ton_per_ha
Soybean,752.2,,53.7,55.0,9.1,80.5,8.31,5.65,Kharif,Drip,2.63
Maize,532.7,24.6,79.2,117.7,17.5,101.8,6.3,7.75,Zaid,Flood,7.15
Soybean,746.8,28.3,51.5,134.5,19.0,83.3,7.04,4.16,Zaid,Sprinkler,3.8
Sugarcane,1756.1,29.8,78.2,72.3,32.3,43.2,7.94,,Kharif,Flood,75.66
Wheat,679.3,20.5,49.7,113.7,37.2,31.9,5.39,4.4,Zaid,Sprinkler,3.77
Rice,1614.6,23.0,,75.1,39.6,50.4,6.05,19.22,Zaid,Sprinkler,5.31
Cotton,555.5,27.0,58.8,101.3,82.1,41.1,8.22,2.83,Kharif,Drip,2.52
Cotton,718.1,31.7,46.4,17.7,37.1,53.3,7.25,13.1,Kharif,Sprinkler,1.92
Maize,735.4,19.2,64.4,97.2,52.1,100.8,6.93,1.27,Kharif,Drip,8.49
Cotton,529.5,26.5,54.5,92.6,17.9,54.7,5.72,,Zaid,Drip,2.43
Sugarcane,1777.2,31.0,60.3,77.2,14.4,74.2,6.76,0.7,Rabi,Flood,82.99
Soybean,590.4,25.0,73.0,79.8,71.1,13.8,4.66,5.55,Zaid,Flood,2.65
Sugarcane,1853.7,30.3,69.4,95.0,20.5,11.7,7.92,11.5,Zaid,Rainfed,54.1
Maize,842.7,25.4,79.0,133.5,98.5,96.0,8.14,4.74,Rabi,Flood,8.82
Sugarcane,2444.2,30.6,74.3,21.1,61.8,77.1,5.38,8.19,Kharif,Rainfed,40.64
Soybean,873.3,21.3,68.8,10.2,77.7,82.7,4.54,7.71,Kharif,Rainfed,1.74
Wheat,689.0,17.9,52.8,30.0,97.8,30.4,7.37,3.29,Zaid,Sprinkler,3.64
Maize,610.0,23.4,66.8,96.3,10.9,96.5,5.24,4.89,Zaid,Rainfed,5.14
Wheat,549.7,18.1,43.8,114.7,63.6,19.2,6.0,16.3,Rabi,Rainfed,4.59
Rice,1421.0,24.4,85.3,66.7,46.2,100.1,6.8,11.54,Zaid,Drip,6.76
Wheat,534.1,18.1,61.1,139.3,67.6,88.4,4.61,16.3,Kharif,Rainfed,4.26
Rice,1431.1,24.0,62.0,61.9,68.3,106.6,6.2,4.4,Kharif,Flood,7.58
Rice,1831.6,29.4,66.4,62.6,98.2,21.6,7.19,5.13,Kharif,Rainfed,4.17
Wheat,513.2,22.5,70.0,66.7,19.2,47.2,7.47,17.03,Rabi,Flood,3.81
Maize,1091.4,25.1,74.4,95.5,82.4,65.5,4.52,1.3,Rabi,Drip,5.79
Soybean,537.8,29.3,71.1,116.4,98.7,34.6,5.76,18.11,Kharif,Drip,3.45
Sugarcane,2061.0,28.2,66.8,132.0,68.2,9.9,5.04,4.22,Zaid,Rainfed,66.81
Sugarcane,2367.1,25.3,73.9,44.5,95.9,30.7,8.12,14.65,Zaid,Sprinkler,54.5
Soybean,678.0,27.6,70.4,118.7,39.2,47.0,8.06,10.73,Kharif,Drip,3.29
Rice,1642.5,23.6,80.8,69.7,17.8,38.1,5.78,14.16,Zaid,Flood,3.82
Rice,1713.2,30.3,65.6,103.5,68.5,83.6,5.26,3.57,Zaid,Flood,5.56
Maize,562.7,21.9,56.5,111.6,31.5,20.2,5.83,11.89,Rabi,Flood,5.92
Cotton,749.1,28.9,51.4,11.2,42.6,66.7,6.78,15.12,Zaid,Sprinkler,2.18
Wheat,666.5,18.0,42.8,133.3,56.6,,7.27,1.37,Zaid,Sprinkler,4.89
Rice,994.4,26.9,85.1,113.6,19.5,43.2,4.9,17.05,Rabi,Sprinkler,3.59
Sugarcane,2121.0,24.7,78.7,77.3,67.5,58.7,4.61,1.79,Zaid,Drip,63.87
Maize,1139.3,27.0,50.9,57.8,26.3,90.6,7.88,4.52,Kharif,Rainfed,4.05
Wheat,610.2,17.6,40.8,62.6,19.7,61.9,7.87,10.73,Rabi,Drip,3.95
Maize,923.9,18.4,59.8,84.4,20.5,86.6,7.94,17.84,Zaid,Sprinkler,5.89
Wheat,681.4,13.6,53.2,121.2,,44.5,8.11,6.03,Rabi,Rainfed,3.47
Wheat,795.3,22.0,41.6,45.6,75.4,,4.62,0.5,Zaid,Rainfed,3.34
Soybean,450.9,23.4,63.9,40.9,75.8,51.9,7.21,17.12,Kharif,Drip,3.12
Rice,1723.5,25.4,68.0,125.9,11.8,92.7,4.87,1.59,Kharif,Flood,4.66
Maize,736.0,22.2,72.8,67.7,79.1,83.6,6.81,16.75,Rabi,Rainfed,6.78
Maize,1025.5,19.9,57.3,10.4,91.6,70.4,6.28,14.65,Rabi,Sprinkler,6.32
Soybean,661.1,27.8,68.9,130.5,75.7,37.5,6.75,18.28,Rabi,Rainfed,3.6
Sugarcane,1698.3,30.2,63.0,17.6,95.5,69.3,4.92,17.22,Rabi,Sprinkler,81.86
Sugarcane,1026.4,29.9,66.0,66.0,36.5,97.8,7.65,12.7,Kharif,Rainfed,45.25
Rice,1812.4,29.0,77.8,112.0,76.2,65.0,5.75,15.04,Zaid,Flood,5.51
Rice,834.6,25.3,63.7,67.9,82.7,86.2,5.44,3.46,Rabi,Flood,4.81
Cotton,868.2,32.8,64.2,24.9,60.2,77.7,8.06,17.55,Rabi,Flood,1.85
Soybean,534.9,20.8,71.8,91.7,74.4,43.9,5.35,1.24,Kharif,Rainfed,2.71
Sugarcane,1106.5,23.8,72.3,21.1,29.9,18.2,5.4,2.57,Kharif,Flood,26.08
Wheat,630.8,14.3,53.8,58.2,30.1,12.0,6.58,6.6,Rabi,Sprinkler,3.61
Maize,732.5,26.7,70.1,43.6,74.1,6.7,5.11,5.28,Zaid,Flood,4.43
Rice,837.2,31.0,68.1,105.1,69.1,30.5,6.88,15.98,Rabi,Rainfed,4.7
Maize,676.5,26.6,78.4,80.0,8.2,47.4,8.37,14.74,Rabi,Sprinkler,4.07
Maize,886.2,20.1,62.1,34.7,78.4,56.3,5.74,3.65,Rabi,Flood,5.84
Cotton,834.8,31.7,45.5,87.4,91.0,42.1,5.34,15.56,Rabi,Drip,2.72
Sugarcane,1615.5,24.0,61.6,123.3,53.8,66.8,5.99,13.56,Rabi,Sprinkler,104.81
Rice,1785.7,29.6,80.2,73.9,79.3,56.9,4.95,2.77,Kharif,Sprinkler,4.79
Maize,801.5,21.0,69.6,30.7,75.0,77.4,6.67,11.53,Rabi,Rainfed,5.96
Rice,903.9,26.4,69.2,127.0,59.6,83.0,6.8,4.29,Zaid,Drip,6.41
Wheat,577.7,22.6,40.1,77.6,42.6,36.1,7.59,18.04,Rabi,Drip,4.08
Cotton,954.4,33.5,62.8,24.9,48.4,5.0,6.53,18.52,Kharif,Flood,1.83
Wheat,419.3,14.1,53.9,34.5,60.6,55.9,6.58,3.12,Zaid,Flood,4.42
Rice,1857.8,22.5,70.3,121.3,71.7,85.4,5.76,4.94,Kharif,Rainfed,5.07
Rice,1125.0,28.6,67.3,43.4,92.0,57.5,7.18,5.98,Zaid,Flood,5.33
Sugarcane,1481.7,25.3,66.2,63.2,67.7,28.3,8.36,2.93,Zaid,Rainfed,56.88
Maize,953.1,27.6,75.4,60.8,57.5,86.5,4.84,17.24,Rabi,Flood,5.54
Maize,717.9,28.4,59.8,19.6,89.2,23.3,7.02,13.06,Rabi,Rainfed,4.39
Wheat,381.8,15.2,62.1,129.1,15.2,25.4,8.45,0.79,Kharif,Sprinkler,3.85
Cotton,831.5,27.6,63.6,68.5,76.2,72.8,6.39,1.47,Kharif,Drip,2.95
Soybean,798.1,29.5,74.1,43.3,84.4,68.8,8.43,18.95,Kharif,Drip,2.47
Maize,505.4,29.4,72.2,45.4,72.0,108.0,4.66,11.56,Kharif,Rainfed,3.96
Sugarcane,1140.9,20.9,76.4,75.7,7.9,106.8,7.12,10.55,Rabi,Flood,55.94
Wheat,383.4,13.5,,54.2,49.4,50.1,7.08,18.78,Kharif,Rainfed,3.56
Wheat,795.6,14.1,53.9,61.3,92.4,60.6,7.32,17.0,Zaid,Rainfed,4.17
Soybean,809.5,20.4,53.4,38.9,59.8,32.8,7.15,12.36,Zaid,Flood,2.52
Sugarcane,1895.6,22.4,68.5,69.7,32.3,42.2,4.62,19.64,Zaid,Sprinkler,59.03
Cotton,769.7,28.8,49.5,56.8,49.1,34.0,5.22,11.35,Rabi,Flood,2.09
Sugarcane,1667.9,33.9,84.6,48.5,27.8,72.0,6.01,12.71,Zaid,Rainfed,73.24
Cotton,637.9,31.2,41.3,128.6,88.9,106.9,7.37,13.81,Rabi,Flood,3.5
Sugarcane,2335.2,24.3,64.3,130.0,54.7,80.1,4.94,5.75,Zaid,Drip,72.33
Sugarcane,1444.8,24.0,64.9,26.8,27.2,72.4,6.32,11.3,Rabi,Sprinkler,72.73
Rice,1260.2,22.2,62.1,113.0,75.0,99.7,5.45,9.4,Kharif,Sprinkler,7.16
Wheat,,16.8,41.6,102.9,56.6,,5.59,18.11,Rabi,Flood,5.53
Sugarcane,2015.6,22.9,77.8,138.1,56.4,33.5,7.23,19.6,Zaid,Sprinkler,98.8
Soybean,693.8,,54.3,12.9,37.0,95.9,4.67,8.86,Rabi,Sprinkler,2.54
Sugarcane,2118.9,20.5,76.1,42.4,53.2,18.6,7.99,7.48,Kharif,Drip,47.9
Maize,527.9,22.9,60.9,120.5,77.3,28.2,6.15,4.33,Rabi,Flood,6.29
Wheat,,14.4,56.9,104.4,50.8,60.2,5.06,18.34,Zaid,Flood,4.48
Maize,512.3,26.2,66.1,91.8,99.5,109.6,7.93,1.74,Kharif,Rainfed,6.64
Wheat,459.8,17.3,53.9,29.1,38.9,95.0,4.65,3.44,Rabi,Rainfed,3.18
Maize,1197.9,22.8,55.2,28.9,91.9,97.6,4.63,15.16,Kharif,Flood,4.53
Sugarcane,1628.7,32.5,70.5,67.7,44.6,39.3,5.65,17.7,Zaid,Sprinkler,69.03
Sugarcane,1857.6,22.7,68.6,64.8,81.6,99.9,7.66,5.08,Kharif,Flood,82.84
Rice,1670.3,27.0,62.5,92.5,86.5,32.5,7.27,8.3,Kharif,Sprinkler,5.78
Soybean,731.0,22.8,59.0,118.0,96.5,103.2,5.15,0.78,Rabi,Rainfed,3.85
Maize,1077.9,18.3,55.3,17.2,85.8,64.5,5.01,8.04,Kharif,Drip,5.27
Cotton,641.2,31.4,61.7,56.5,52.0,11.7,5.6,13.7,Rabi,Drip,2.44
Rice,1381.1,27.8,85.4,93.8,81.1,87.6,5.26,13.18,Rabi,Flood,6.93
Maize,974.2,25.0,79.9,14.0,13.7,13.1,6.09,16.52,Zaid,Drip,3.94
Maize,583.2,28.5,62.4,45.3,6.4,87.8,7.75,4.81,Zaid,Flood,3.6
Rice,1356.7,23.4,67.4,76.5,41.6,27.1,7.5,3.43,Rabi,Flood,5.06
Sugarcane,2123.8,20.1,61.3,133.5,71.8,38.6,5.78,17.3,Zaid,Rainfed,73.67
Maize,1066.1,28.7,74.6,84.5,7.7,14.1,7.1,8.32,Rabi,Sprinkler,4.61
Sugarcane,1691.2,23.6,72.0,33.1,88.2,60.2,7.97,5.62,Kharif,Rainfed,61.22
Rice,912.6,22.2,64.4,20.3,90.2,100.7,8.25,19.22,Kharif,Flood,
Sugarcane,2159.1,22.1,81.4,112.0,84.3,34.0,6.36,,Kharif,Rainfed,78.89
Wheat,599.2,24.3,44.1,43.6,39.6,96.7,5.18,4.79,Zaid,Flood,3.63
Cotton,693.6,31.5,44.7,39.0,81.3,98.8,6.47,7.46,Rabi,Sprinkler,3.56
Maize,528.6,26.1,60.5,98.7,,107.7,7.96,1.66,Rabi,Flood,6.66
Soybean,676.4,26.2,71.3,,89.5,34.6,5.89,12.63,Kharif,Drip,3.77
Cotton,516.1,28.7,51.1,80.7,81.1,81.5,8.36,15.76,Zaid,Sprinkler,2.63
Sugarcane,1208.1,35.0,64.8,30.2,61.0,19.2,7.12,16.17,Rabi,Rainfed,45.5
Maize,1138.9,24.7,67.1,37.1,37.6,60.6,5.12,12.44,Zaid,Flood,3.85
Sugarcane,2397.4,25.0,81.8,71.4,38.6,79.6,5.76,2.83,Rabi,Sprinkler,72.58
Wheat,427.7,17.6,46.5,10.8,64.9,69.5,5.25,18.9,Rabi,Sprinkler,3.37
Rice,1541.2,22.5,75.6,109.0,78.4,105.8,4.73,1.26,Rabi,Rainfed,5.58
Maize,1000.8,25.7,52.9,19.1,20.2,49.9,4.94,9.2,Rabi,Sprinkler,3.6
Wheat,415.9,13.7,52.9,102.9,17.6,82.5,7.92,13.2,Rabi,Rainfed,3.41
Wheat,630.0,17.7,69.4,133.7,42.6,69.7,8.06,16.71,Kharif,Sprinkler,4.76
Maize,557.9,26.7,67.7,72.6,97.9,93.9,6.32,15.62,Rabi,Sprinkler,8.46
Sugarcane,1111.9,28.4,68.7,39.4,73.3,56.5,7.5,10.55,Zaid,Drip,65.68
Soybean,707.4,29.0,68.8,107.8,19.8,22.2,4.78,6.74,Kharif,Flood,2.36
Wheat,515.5,25.0,61.8,100.1,24.4,11.1,6.68,14.16,Kharif,Sprinkler,3.52
Cotton,634.6,26.0,54.2,133.1,33.4,37.1,6.42,18.41,Kharif,Drip,2.98
Wheat,381.6,14.9,53.7,114.1,32.7,58.8,6.91,9.28,Kharif,Flood,4.59
Soybean,736.2,27.3,75.0,69.3,45.4,42.8,5.95,5.88,Rabi,Rainfed,2.88
Sugarcane,1475.0,33.1,67.6,,88.3,44.0,6.79,18.06,Rabi,Flood,64.56
Sugarcane,1723.5,24.5,77.3,41.5,55.8,76.9,6.29,17.33,Kharif,Flood,94.43
Cotton,986.5,29.7,41.9,10.4,41.2,,7.02,9.79,Rabi,Drip,2.19
Wheat,,13.8,49.9,10.4,9.4,37.7,5.39,2.78,Kharif,Rainfed,1.86
Sugarcane,2384.9,29.2,62.4,75.4,48.3,48.1,7.84,7.92,Kharif,Sprinkler,63.63
Soybean,740.9,22.0,67.2,43.2,62.1,76.9,6.37,7.07,Rabi,Rainfed,2.93
Maize,627.3,22.7,68.0,117.8,62.0,69.1,6.55,8.07,Zaid,Rainfed,6.78
Rice,1789.4,22.2,87.5,37.0,56.2,34.2,6.47,9.01,Zaid,Rainfed,3.65
Rice,951.8,29.0,61.6,109.8,68.3,57.3,6.37,10.2,Rabi,Sprinkler,6.13
Rice,1630.3,27.3,81.3,59.1,44.3,,6.65,9.34,Rabi,Sprinkler,4.36
Wheat,723.9,13.0,42.4,137.9,39.0,39.5,4.87,11.92,Kharif,Drip,3.29
Cotton,660.3,28.7,50.7,54.4,69.2,36.1,5.9,8.99,Zaid,Drip,2.54
Sugarcane,1383.7,27.4,61.4,128.4,35.6,49.7,7.81,3.75,Zaid,Drip,85.98
Maize,,26.2,68.2,68.9,59.4,26.2,7.26,4.14,Rabi,Rainfed,4.05
Soybean,854.4,26.5,61.3,110.8,20.9,21.4,6.6,12.13,Zaid,Sprinkler,2.91
Maize,631.7,25.5,56.6,18.8,76.0,58.2,5.45,11.35,Rabi,Flood,5.38
Soybean,687.7,28.4,50.7,138.1,12.1,78.1,6.25,5.36,Zaid,Sprinkler,4.45
Wheat,498.3,18.5,68.2,76.4,49.4,75.6,5.54,,Rabi,Flood,4.49
Rice,1792.0,28.8,68.1,80.7,97.3,38.5,5.14,10.46,Zaid,Sprinkler,4.92
Wheat,729.5,22.1,61.0,15.7,20.0,12.5,4.54,6.47,Rabi,Drip,1.93
Cotton,532.3,27.4,53.2,45.5,80.6,5.8,7.87,19.12,Rabi,Drip,1.86
Cotton,997.3,27.1,59.3,104.5,39.3,62.3,7.12,12.6,Zaid,Sprinkler,2.59
Soybean,610.0,20.8,60.9,43.9,21.4,19.6,5.97,10.12,Zaid,Flood,1.96
Sugarcane,1794.6,29.1,84.6,107.2,59.7,94.3,5.12,0.8,Rabi,Rainfed,96.23
Sugarcane,2340.0,32.4,64.7,26.2,52.8,33.5,6.93,,Zaid,Drip,55.61
Soybean,628.0,29.6,58.4,35.0,22.2,38.7,8.43,2.3,Kharif,Sprinkler,1.87
Cotton,636.8,25.9,42.3,76.1,46.6,23.3,5.2,12.71,Kharif,Drip,2.26
Cotton,701.1,,60.5,128.9,21.5,98.7,4.98,5.86,Rabi,Sprinkler,2.33
Cotton,842.1,34.0,42.6,78.0,59.4,34.6,8.47,7.04,Zaid,Flood,1.55
Wheat,541.0,14.1,53.9,77.9,95.5,68.4,6.92,3.0,Kharif,Rainfed,5.07
Cotton,938.6,32.7,50.4,75.3,54.6,25.4,7.26,18.11,Kharif,Drip,2.29
Maize,936.7,21.3,70.9,51.8,,62.7,7.98,15.38,Zaid,Flood,5.42
Rice,1092.2,22.2,62.7,67.5,89.5,54.1,7.9,6.88,Kharif,Rainfed,3.53
Cotton,903.8,31.8,44.8,120.1,10.5,5.7,5.13,19.58,Rabi,Flood,1.68
Soybean,898.7,20.5,68.6,118.9,25.2,16.1,6.56,15.56,Rabi,Sprinkler,3.25
Rice,,24.3,71.8,19.1,24.2,88.4,8.08,6.02,Rabi,Drip,4.2
Wheat,773.8,12.3,60.5,134.4,87.1,40.7,4.95,10.23,Kharif,Flood,3.86
Soybean,679.4,26.7,57.6,83.4,16.9,84.3,7.35,4.72,Rabi,Drip,3.31
Rice,1042.2,22.5,82.6,102.2,,11.5,7.93,6.62,Zaid,Rainfed,3.46
Soybean,794.6,20.4,64.3,65.3,75.7,106.4,5.42,3.3,Zaid,Rainfed,
Wheat,,21.2,49.5,25.1,95.2,40.6,7.35,11.64,Kharif,Sprinkler,3.46
Maize,983.6,23.6,74.0,74.1,20.7,48.5,7.65,8.55,Rabi,Drip,5.34
Wheat,420.6,18.6,63.9,20.9,54.9,26.9,4.77,10.31,Zaid,Sprinkler,3.06
Wheat,504.8,21.5,59.0,85.0,45.0,67.7,8.29,4.26,Rabi,Drip,4.32
Soybean,588.8,20.5,57.2,91.4,17.5,97.6,7.81,13.22,Rabi,Sprinkler,3.46
Sugarcane,1881.9,28.5,68.3,70.1,12.4,42.5,7.28,19.09,Rabi,Rainfed,63.69
Cotton,592.9,31.1,57.4,19.2,32.0,75.2,5.74,1.47,Rabi,Rainfed,1.75
Cotton,625.9,25.7,44.5,110.7,35.6,89.5,5.2,10.11,Zaid,Flood,2.42
Maize,944.4,19.0,56.5,25.1,89.8,72.2,5.47,8.04,Zaid,Drip,6.0
Maize,998.9,26.3,77.4,125.1,31.8,72.6,6.07,10.75,Zaid,Drip,7.88
Cotton,731.9,29.0,45.2,89.0,77.1,50.1,8.41,1.62,Zaid,Sprinkler,2.35
Sugarcane,2358.3,23.4,73.6,66.7,44.5,98.3,5.97,17.25,Zaid,Rainfed,62.75
Cotton,571.9,,60.6,105.7,55.4,7.7,6.43,4.89,Zaid,Sprinkler,2.8
Sugarcane,2477.4,23.6,82.6,78.7,55.4,99.6,7.04,10.97,Kharif,Rainfed,64.03
Maize,1114.9,20.8,65.9,88.5,13.5,37.5,6.21,8.57,Zaid,Sprinkler,5.13
Rice,1971.5,29.8,67.2,122.1,64.1,90.8,7.11,8.77,Kharif,Drip,6.65
Soybean,531.1,28.2,59.7,40.9,84.6,95.1,5.99,6.49,Zaid,Flood,3.13
Maize,1156.4,27.5,73.4,88.7,28.1,60.2,5.43,16.26,Kharif,Rainfed,4.16
Maize,655.0,21.7,71.0,120.9,65.1,31.7,7.95,10.45,Kharif,Sprinkler,6.73
Wheat,760.1,19.7,58.8,124.2,60.8,,6.63,2.18,Zaid,Flood,5.5
Wheat,630.7,22.0,45.0,66.9,18.5,94.9,4.94,13.26,Zaid,Sprinkler,3.24
Wheat,703.2,17.3,62.8,106.0,76.2,20.1,4.9,17.3,Kharif,Sprinkler,3.98
Soybean,615.1,26.1,55.6,96.8,91.7,50.9,5.71,5.78,Zaid,Flood,3.85
Wheat,748.7,22.6,58.6,72.6,99.1,52.0,8.17,15.36,Rabi,Rainfed,3.43
Sugarcane,1576.5,27.5,63.4,56.4,89.5,84.0,5.61,7.67,Rabi,Sprinkler,102.44
Cotton,733.6,32.0,44.8,77.7,38.8,35.5,5.81,9.06,Zaid,Sprinkler,1.92
Rice,1601.5,29.3,74.1,,37.4,90.4,6.05,11.49,Rabi,Drip,5.19
Maize,919.0,18.9,55.4,28.9,5.4,103.8,7.82,2.01,Kharif,Drip,4.57
Sugarcane,1396.0,23.5,81.9,24.9,62.1,47.1,5.26,9.31,Kharif,Drip,57.16
Rice,1924.9,30.5,68.3,53.3,17.0,41.2,7.19,5.81,Rabi,Rainfed,3.03
Sugarcane,1679.8,25.1,74.2,98.9,10.9,54.3,5.57,18.99,Zaid,Flood,73.64
Sugarcane,2270.4,29.7,67.8,85.1,74.4,,4.77,4.97,Zaid,Flood,57.0
Maize,1038.4,20.7,,108.8,25.1,105.0,7.63,4.35,Kharif,Drip,7.73
Cotton,611.8,29.2,58.1,89.0,52.6,70.5,5.33,15.98,Rabi,Drip,2.85
Wheat,460.7,23.6,52.2,115.1,61.5,62.5,8.21,10.95,Zaid,Rainfed,3.45
Soybean,724.2,28.5,65.2,48.5,84.2,22.4,4.71,4.24,Rabi,Sprinkler,1.93
Cotton,606.9,33.0,46.5,41.1,89.0,86.3,4.8,16.74,Zaid,Sprinkler,2.35
Soybean,801.6,28.6,61.4,51.8,88.7,74.0,5.68,9.53,Kharif,Rainfed,2.89
Maize,961.5,28.8,72.0,15.1,62.4,77.3,4.58,16.96,Kharif,Flood,4.37
Maize,906.5,26.0,75.3,47.1,80.1,38.0,7.65,9.3,Zaid,Flood,5.31
Maize,663.4,22.6,53.0,24.3,79.1,97.5,8.21,17.15,Rabi,Sprinkler,5.33
Rice,1343.0,28.6,87.0,100.4,95.3,16.0,4.66,19.48,Rabi,Drip,5.63
Soybean,846.0,26.5,56.4,13.8,54.5,54.5,5.73,17.54,Rabi,Flood,
Cotton,987.6,31.9,55.3,32.3,99.6,60.5,7.86,3.41,Zaid,Flood,2.14
Cotton,766.0,34.1,47.2,26.6,33.1,42.3,7.34,3.98,Kharif,Drip,1.78
Sugarcane,2061.3,29.4,82.2,47.6,55.2,43.4,4.51,11.8,Rabi,Sprinkler,45.68
Sugarcane,1005.2,20.5,78.2,98.9,43.6,74.5,8.31,5.33,Kharif,Sprinkler,51.01
Sugarcane,2483.0,25.3,77.9,57.8,19.2,67.2,5.68,18.16,Kharif,Sprinkler,48.12
Maize,912.0,21.5,54.1,83.0,10.3,68.7,6.62,10.65,Kharif,Sprinkler,6.67
Cotton,729.9,29.4,64.5,28.1,70.6,47.2,6.55,15.37,Zaid,Drip,2.66
Soybean,481.6,27.6,62.1,106.5,,85.9,5.17,16.09,Kharif,Sprinkler,2.98
Maize,1179.5,29.6,75.5,51.0,96.6,77.4,6.07,14.18,Kharif,Sprinkler,5.0
Rice,,25.9,83.9,56.4,93.9,93.5,8.14,6.24,Kharif,Rainfed,4.02
Sugarcane,2227.0,29.1,62.3,45.8,24.5,88.8,8.23,2.06,Zaid,Sprinkler,52.18
Maize,1160.6,29.4,74.5,99.0,85.2,68.1,5.04,8.13,Kharif,Drip,6.4
Maize,540.6,28.0,76.4,22.4,44.5,85.4,4.83,1.29,Zaid,Drip,4.34
Rice,1426.1,29.3,72.5,115.7,77.8,87.5,6.34,0.88,Kharif,Sprinkler,9.31
Wheat,395.1,24.6,43.7,28.0,22.6,60.5,8.4,11.99,Rabi,Flood,2.49
Cotton,537.0,31.7,60.4,94.1,21.3,71.2,6.88,1.76,Kharif,Rainfed,2.03
Soybean,707.8,22.4,61.8,96.7,95.9,74.4,6.83,17.03,Rabi,Rainfed,3.76
Wheat,457.4,14.2,62.0,106.0,98.8,70.8,8.1,1.56,Kharif,Drip,4.86
Sugarcane,1525.8,22.3,79.8,21.0,62.0,19.2,6.24,19.34,Zaid,Sprinkler,64.7
Maize,799.0,18.4,67.3,48.7,56.5,105.1,5.75,6.53,Zaid,Rainfed,5.79
Rice,1996.8,28.2,68.8,92.0,5.4,68.5,6.29,10.84,Kharif,Sprinkler,4.48
Rice,1724.0,23.8,76.7,45.1,94.1,6.3,7.4,7.93,Kharif,Sprinkler,3.97
Cotton,799.4,33.7,59.1,134.4,66.2,108.2,5.75,4.13,Rabi,Rainfed,2.99
Wheat,747.7,18.1,56.8,48.0,75.6,58.1,5.15,11.75,Kharif,Sprinkler,4.04
Cotton,543.5,28.8,51.7,107.8,39.2,29.7,8.23,16.52,Zaid,Flood,2.1
Maize,601.4,19.6,53.1,90.1,16.0,93.5,8.47,7.64,Zaid,Sprinkler,4.84
Cotton,528.8,33.9,44.2,108.1,70.4,19.0,6.51,15.73,Rabi,Sprinkler,2.76
Soybean,473.8,28.7,69.6,90.1,34.9,80.7,7.63,18.71,Kharif,Drip,3.26
Rice,1868.5,27.3,60.1,46.7,56.1,23.7,8.13,13.13,Kharif,Drip,3.89
Rice,1046.0,23.0,60.0,58.5,32.7,96.0,7.48,2.15,Kharif,Sprinkler,5.58
Sugarcane,2450.0,24.5,67.0,86.6,99.4,97.5,6.65,19.81,Kharif,Drip,92.88
Sugarcane,1608.4,23.1,68.4,54.7,77.2,66.3,4.65,17.61,Kharif,Flood,69.25
Maize,681.8,20.7,68.3,15.3,97.1,101.5,6.02,10.55,Kharif,Flood,5.83
Soybean,759.9,28.8,57.0,68.1,45.8,105.7,5.2,2.25,Zaid,Sprinkler,3.71
Wheat,334.7,19.3,57.9,11.8,35.9,102.9,5.72,18.83,Kharif,Flood,3.71
Cotton,880.8,31.3,52.5,124.7,8.8,101.8,5.29,17.74,Rabi,Drip,2.97
Maize,1142.6,20.1,57.4,41.7,82.3,16.1,5.39,10.32,Rabi,Sprinkler,4.82
Sugarcane,,22.2,77.8,121.9,,87.4,7.11,8.96,Zaid,Sprinkler,145.42
Cotton,859.9,31.9,54.0,39.0,94.5,78.1,5.45,6.79,Zaid,Flood,2.52
Sugarcane,1607.7,33.3,61.0,16.3,32.0,71.1,6.84,12.86,Rabi,Rainfed,55.24
Cotton,820.5,25.8,60.4,107.8,82.6,74.9,,5.8,Rabi,Drip,3.05
Wheat,407.2,14.4,48.7,136.8,98.9,88.5,7.02,10.64,Rabi,Rainfed,5.48
Maize,697.5,19.2,52.6,136.2,42.5,99.6,8.38,18.24,Zaid,Sprinkler,5.74
Cotton,576.8,32.8,42.4,124.0,8.0,107.1,7.19,8.68,Rabi,Flood,2.88
Soybean,638.1,27.1,51.7,50.9,34.9,5.9,4.54,6.95,Rabi,Drip,2.15
Rice,1523.3,24.4,79.4,77.9,54.5,43.8,4.99,8.02,Zaid,Flood,3.77
Soybean,666.5,27.7,69.7,19.6,23.2,62.9,8.29,1.96,Kharif,Rainfed,1.58
Soybean,565.1,29.1,69.1,102.4,20.2,55.3,6.43,6.44,Kharif,Rainfed,3.24
Rice,1067.3,27.2,85.4,116.4,42.6,66.8,5.53,13.95,Zaid,Rainfed,4.69
Soybean,547.8,28.4,50.4,44.9,23.1,58.4,5.31,15.38,Zaid,Flood,2.32
Cotton,1000.0,34.9,61.7,108.8,41.7,84.1,8.33,0.96,Zaid,Rainfed,2.12
Cotton,778.9,27.2,51.7,84.8,57.3,105.8,6.71,17.0,Zaid,Flood,2.99
Cotton,689.9,27.8,55.0,85.4,65.5,41.9,5.76,12.43,Kharif,Drip,2.22
Rice,850.6,24.5,62.2,41.6,6.9,30.8,7.12,1.69,Kharif,Drip,3.14
Soybean,482.6,,74.9,123.1,49.3,75.0,7.18,4.29,Kharif,Drip,3.82
Rice,1893.9,26.7,60.3,111.7,10.5,55.2,7.05,13.89,Zaid,Drip,5.65
Cotton,567.5,25.7,56.6,,20.4,61.2,8.15,0.8,Rabi,Rainfed,1.39
Soybean,711.7,30.0,54.5,46.9,63.7,19.4,4.65,16.07,Kharif,Sprinkler,2.03
